Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time,Sector
PEN,Penumbra Inc,167.43,-1.46,-0.86%,177.3,151.46,712000,03/13/20,Healthcare
PENN,Penn Natl Gaming Inc,15.47,0.04,+0.26%,17.86,13.65,5274700,03/13/20,Consumer Cyclical
PII,Polaris Industries Inc,68.52,8.24,+13.67%,68.81,60.3,1046700,03/13/20,Consumer Cyclical
PK,Park Hotels & Resorts Inc,9.31,0.63,+7.26%,10.09,7.75,8862200,03/13/20,Real Estate
PNFP,Pinnacle Finl Ptnrs,43.18,2.94,+7.31%,44.17,40.55,894600,03/13/20,Financial Services
PNM,PNM Resources Inc,41.38,1.88,+4.76%,41.89,38.47,956300,03/13/20,Utilities
POL,Polyone Corp,18.9,1.64,+9.50%,18.93,16.88,1074700,03/13/20,Basic Materials
POOL,Pool Corp,206.14,19.21,+10.28%,206.33,187.3,380700,03/13/20,Consumer Cyclical
POST,Post Holdings Inc,86.92,5.97,+7.37%,86.94,79.54,907500,03/13/20,Consumer Defensive
PPC,Pilgrim's Pride,19.07,1.96,+11.46%,19.12,16.93,1439800,03/13/20,Consumer Defensive
PRAH,Pra Health,85.58,5.26,+6.55%,86.7,77.49,781200,03/13/20,Healthcare
PRI,Primerica Inc,98.72,9.38,+10.50%,99.88,91.38,313200,03/13/20,Financial Services
PRSP,Perspecta Inc,18.56,0.92,+5.22%,18.76,16.86,1579400,03/13/20,Technology
PSB,Business Parks,142.96,12.88,+9.90%,142.96,125.72,186000,03/13/20,Real Estate
PTC,Ptc Inc,56.37,2.2,+4.06%,57.0,52.15,1524300,03/13/20,Technology
PTEN,Patterson-Uti Energy,2.46,0.34,+16.04%,2.46,2.0,7892200,03/13/20,Energy
PZZA,Papa John's Intl,49.66,1.84,+3.85%,51.68,47.12,1065200,03/13/20,Consumer Cyclical
R,Ryder System,30.89,2.29,+8.01%,30.89,26.31,933200,03/13/20,Industrials
RAMP,Liveramp Holdings Inc,29.07,2.61,+9.86%,29.13,27.24,859900,03/13/20,Technology
RBC,Regal-Beloit Corp,67.56,4.21,+6.65%,67.56,63.16,442100,03/13/20,Industrials
REZI,Resideo Technologies Inc,6.75,-0.09,-1.32%,7.3,6.34,2709500,03/13/20,Industrials
RGA,Reinsurance Group of America Inc,96.25,13.2,+15.89%,96.29,82.87,940600,03/13/20,Financial Services
RGEN,Repligen Cp,98.71,9.43,+10.56%,98.97,90.04,941200,03/13/20,Healthcare
RGLD,Royal Gold Inc,71.77,-9.12,-11.27%,83.57,71.09,1248800,03/13/20,Basic Materials
RH,Restoration Hardware Holdings,123.12,15.36,+14.25%,123.5,105.54,1885400,03/13/20,Consumer Cyclical
RIG,Transocean Inc,1.55,0.21,+15.67%,1.63,1.34,43047500,03/13/20,Energy
RLI,Rli Corp,78.92,8.36,+11.85%,78.92,71.31,460300,03/13/20,Financial Services
RNR,Renaissancere Holdings Ltd,155.08,10.39,+7.18%,155.4,143.59,623200,03/13/20,Financial Services
RPM,RPM International Inc,63.31,3.54,+5.92%,65.96,58.04,1654200,03/13/20,Basic Materials
RS,Reliance Steel & Aluminum Company,89.92,3.87,+4.50%,91.46,85.1,1031400,03/13/20,Basic Materials
RYN,Rayonier Inc REIT,23.21,4.46,+23.79%,23.21,19.01,1282000,03/13/20,Real Estate
SABR,Sabre Corp,8.33,0.09,+1.09%,8.99,7.55,6755600,03/13/20,Technology
SAFM,Sanderson Farms IN,120.47,7.89,+7.01%,121.65,110.14,414600,03/13/20,Consumer Defensive
SAIC,Science Applications International,68.81,5.31,+8.36%,69.09,61.73,690900,03/13/20,Technology
SAM,Boston Beer Company,354.95,42.28,+13.52%,356.94,300.03,251400,03/13/20,Consumer Defensive
SBH,Sally Beauty Holdings,10.79,1.16,+12.05%,10.79,9.55,2591500,03/13/20,Consumer Cyclical
SBNY,Signature Bank,98.18,7.0,+7.68%,98.84,94.2,764100,03/13/20,Financial Services
SBRA,Sabra REIT,10.47,0.83,+8.61%,10.57,9.02,6011000,03/13/20,Real Estate
SCI,Service Corp International,47.43,5.04,+11.89%,47.5,43.35,3371800,03/13/20,Consumer Cyclical
SEDG,Solaredge Tech,91.11,0.39,+0.43%,102.0,88.01,2088100,03/13/20,Technology
SEIC,Sei Investments Company,51.77,5.63,+12.20%,51.91,46.18,974600,03/13/20,Financial Services
SF,Stifel Financial Corp,42.24,6.73,+18.95%,42.24,36.54,948300,03/13/20,Financial Services
SFM,Sprouts Farmers Mark,14.55,1.23,+9.23%,14.55,13.0,3019400,03/13/20,Consumer Defensive
SGMS,Scientific Games,8.73,0.58,+7.12%,9.7,7.5,2514500,03/13/20,Consumer Cyclical
SIGI,Selective Ins Group,51.45,4.24,+8.98%,51.45,46.93,466000,03/13/20,Financial Services
SIX,Six Flags Entertainment Corp,16.91,3.42,+25.35%,16.91,10.91,7923600,03/13/20,Consumer Cyclical
SKX,Skechers U.S.A.,26.43,0.9,+3.53%,26.76,24.41,2636100,03/13/20,Consumer Cyclical
SLAB,Silicon Labs Inc,82.71,13.26,+19.09%,82.72,73.51,1042300,03/13/20,Technology
SLGN,Silgan Holdings,27.55,1.37,+5.23%,27.57,26.07,793800,03/13/20,Consumer Cyclical
SLM,SLM Corp,8.26,0.17,+2.10%,8.88,7.9,6074500,03/13/20,Financial Services
SMG,Scotts Miracle-Gro Company,98.65,5.74,+6.18%,98.67,89.24,664100,03/13/20,Basic Materials
SMTC,Semtech Corp,35.01,2.84,+8.83%,35.41,31.06,1291700,03/13/20,Technology
SNV,Synovus Financial Corp,21.25,2.19,+11.49%,21.25,19.28,3896400,03/13/20,Financial Services
SNX,Synnex Corp,92.36,6.26,+7.27%,92.59,82.65,520900,03/13/20,Technology
SON,Sonoco Products Company,47.05,2.78,+6.28%,47.19,43.89,854700,03/13/20,Consumer Cyclical
SR,Spire Inc,66.62,2.83,+4.44%,67.17,61.32,591500,03/13/20,Utilities
SRC,Spirit Realty Capital Inc,38.68,2.75,+7.65%,38.68,34.96,1470500,03/13/20,Real Estate
SRCL,Stericycle Inc,53.96,4.9,+9.99%,54.67,49.26,950700,03/13/20,Industrials
STL,Sterling Bancorp,12.58,1.08,+9.39%,12.7,11.73,3348400,03/13/20,Financial Services
STLD,Steel Dynamics Inc,21.85,3.11,+16.60%,21.88,20.02,3953400,03/13/20,Basic Materials
SVC,Service Properties Trust,8.7,-0.59,-6.35%,10.05,7.86,4286400,03/13/20,Real Estate
SWX,Southwest Gas Corp,58.41,5.67,+10.75%,58.41,51.96,597700,03/13/20,Utilities
SXT,Sensient Technologies Corp,45.47,2.24,+5.18%,45.54,42.27,551300,03/13/20,Basic Materials
SYNA,Synaptics Inc,60.0,2.96,+5.19%,60.6,54.74,999100,03/13/20,Technology
SYNH,Syneos Health Inc,51.87,4.65,+9.85%,51.91,45.3,1139600,03/13/20,Healthcare
TCBI,Texas Capital Bncsh,33.44,3.43,+11.43%,33.55,29.63,754400,03/13/20,Financial Services
TCF,TCF Financial Corp,27.8,3.65,+15.11%,27.86,24.3,1656900,03/13/20,Financial Services
TCO,Taubman Centers,48.12,0.84,+1.78%,48.94,46.36,3742300,03/13/20,Real Estate
TDC,Teradata Corp,21.39,2.39,+12.58%,21.42,19.03,2440900,03/13/20,Technology
TDS,Telephone and Data Systems,16.86,1.6,+10.48%,16.93,14.83,1365900,03/13/20,Communication Services
TDY,Teledyne Technologies Inc,292.34,18.09,+6.60%,292.61,264.57,260300,03/13/20,Technology
TECD,Tech Data Cp,133.74,2.5,+1.90%,134.52,129.49,1076300,03/13/20,Technology
TECH,Bio-Techne Cp,179.62,13.14,+7.89%,179.62,163.12,554700,03/13/20,Healthcare
TER,Teradyne Inc,54.53,4.7,+9.43%,54.88,48.68,2910500,03/13/20,Technology
TEX,Terex Corp,16.0,0.84,+5.54%,16.3,14.53,1381800,03/13/20,Industrials
TGNA,Tegna Inc,17.01,0.65,+3.97%,17.21,15.55,4423300,03/13/20,Communication Services
THC,Tenet Healthcare Corp,18.58,1.06,+6.05%,18.98,15.07,3191800,03/13/20,Healthcare
THG,The Hanover Insurance Group,103.03,8.78,+9.32%,103.19,93.74,542500,03/13/20,Financial Services
THO,Thor Industries,49.87,4.1,+8.96%,49.98,42.37,1524500,03/13/20,Consumer Cyclical
THS,Treehouse Foods,38.06,2.96,+8.43%,38.09,34.4,648700,03/13/20,Consumer Defensive
TKR,Timken Company,34.6,3.03,+9.60%,34.6,31.4,922000,03/13/20,Industrials
TMHC,Taylor Morrison Home Corp,14.52,0.68,+4.91%,14.91,13.04,4301500,03/13/20,Consumer Cyclical
TOL,Toll Brothers Inc,26.85,-0.14,-0.52%,28.93,25.09,3315000,03/13/20,Consumer Cyclical
TPH,Tri Pointe Homes Inc,11.96,0.62,+5.47%,12.36,11.01,4245500,03/13/20,Consumer Cyclical
TPX,Tempur-Pedic International Inc,55.11,2.04,+3.84%,56.48,49.7,1133400,03/13/20,Consumer Cyclical
TR,Tootsie Roll Industries,34.42,2.42,+7.56%,34.61,32.35,264600,03/13/20,Consumer Defensive
TREE,Lendingtree Inc,247.56,24.22,+10.84%,247.56,223.63,202200,03/13/20,Financial Services
TREX,Trex Company,80.17,0.87,+1.10%,84.08,75.43,1075300,03/13/20,Industrials
TRIP,Tripadvisor Inc,17.08,2.16,+14.48%,17.28,14.69,6387900,03/13/20,Consumer Cyclical
TRMB,Trimble Navigation,28.35,1.3,+4.81%,30.45,27.37,4248800,03/13/20,Technology
TRMK,Trustmark Corp,24.76,3.14,+14.52%,24.83,22.18,618900,03/13/20,Financial Services
TRN,Trinity Industries,17.9,1.8,+11.18%,17.99,16.17,2097800,03/13/20,Industrials
TTC,Toro Company,69.97,3.45,+5.19%,70.0,66.83,911400,03/13/20,Industrials
TTEK,Tetra Tech Inc,81.03,9.94,+13.98%,81.13,71.48,603700,03/13/20,Industrials
TXRH,Texas Roadhouse Inc,44.18,3.46,+8.50%,45.28,41.02,2356900,03/13/20,Consumer Cyclical
TYL,Tyler Technologies,287.13,12.42,+4.52%,288.86,270.69,475600,03/13/20,Technology
UBSI,United Bkshs Inc,23.65,2.46,+11.61%,23.69,20.9,1717900,03/13/20,Financial Services
UE,Urban Edge Properties,13.95,0.67,+5.05%,14.2,13.47,2835100,03/13/20,Real Estate
UFS,Domtar Corp,27.39,4.38,+19.04%,27.45,24.06,1586600,03/13/20,Basic Materials
UGI,Ugi Corp,32.23,2.22,+7.40%,32.3,29.4,1743600,03/13/20,Utilities
UMBF,Ump Financial Corp,50.06,4.44,+9.73%,50.11,45.98,455700,03/13/20,Financial Services
UMPQ,Umpqua Holdings Corp,11.58,1.05,+9.97%,11.58,10.52,2890900,03/13/20,Financial Services
URBN,Urban Outfitters Inc,15.68,1.06,+7.25%,16.39,14.81,3542100,03/13/20,Consumer Cyclical
UTHR,United Therapeutic,91.91,5.77,+6.70%,92.06,83.47,884100,03/13/20,Healthcare
VAC,Marriot Vacations Worldwide Cor,88.43,13.75,+18.41%,88.49,75.93,734500,03/13/20,Consumer Cyclical
VC,Visteon Corp,56.49,5.86,+11.57%,56.62,49.35,405900,03/13/20,Consumer Cyclical
VLY,Valley National Bancorp,7.79,0.47,+6.42%,7.98,7.2,4528900,03/13/20,Financial Services
VMI,Valmont Industries,99.36,9.85,+11.00%,99.52,88.64,255000,03/13/20,Industrials
VSAT,Viasat Inc,43.03,-0.3,-0.69%,46.99,40.56,782700,03/13/20,Technology
VSH,Vishay Intertechnology,14.45,1.83,+14.50%,14.45,12.87,1834500,03/13/20,Technology
VVV,Valvoline Inc,16.88,1.01,+6.36%,17.01,15.68,3394300,03/13/20,Energy
WAFD,Washington Federal,25.93,2.48,+10.58%,26.13,24.01,755700,03/13/20,Financial Services
WBS,Webster Financial Corp,29.87,2.95,+10.96%,29.89,27.32,1323700,03/13/20,Financial Services
WEN,Wendys Company,16.8,1.18,+7.55%,17.22,16.0,5048100,03/13/20,Consumer Cyclical
WERN,Werner Enterprise,32.05,2.19,+7.33%,32.11,30.26,1022800,03/13/20,Industrials
WEX,Wex Inc,135.3,19.44,+16.78%,136.71,120.13,1343600,03/13/20,Technology
WH,Wyndham Hotels & Resorts Inc,39.06,3.04,+8.44%,39.44,36.51,2272100,03/13/20,Consumer Cyclical
WOR,Worthington Industries,25.04,2.61,+11.64%,25.07,22.51,283200,03/13/20,Basic Materials
WPX,Wpx Energy Inc,4.5,1.19,+35.95%,4.5,3.08,20507000,03/13/20,Energy
WRI,Weingarten Realty Investors,22.52,2.45,+12.21%,22.52,20.26,2143400,03/13/20,Real Estate
WSM,Williams-Sonoma,45.42,2.8,+6.57%,46.06,41.08,1912500,03/13/20,Consumer Cyclical
WSO,Watsco Inc,162.58,8.63,+5.61%,164.05,153.56,496200,03/13/20,Industrials
WST,West Pharmaceutical Services,146.11,3.35,+2.35%,148.8,136.05,930800,03/13/20,Healthcare
WTFC,Wintrust Finl Corp,39.67,4.43,+12.57%,39.79,35.01,942500,03/13/20,Financial Services
WTRG,Essential Utilities Inc.,38.43,1.73,+4.71%,38.55,35.16,1816700,03/13/20,Utilities
WW,Weight Watchers International Inc,19.29,1.08,+5.93%,19.98,17.58,1809300,03/13/20,Consumer Cyclical
WWD,Woodward Inc,78.38,3.81,+5.11%,79.72,72.73,1462500,03/13/20,Industrials
WWE,World Wrestling Entertainment,35.86,3.48,+10.75%,35.94,31.05,3179000,03/13/20,Communication Services
WYND,Wyndham Destinations Inc,31.64,5.28,+20.03%,31.8,27.47,2356000,03/13/20,Consumer Cyclical
X,United States Steel Corp,5.42,0.35,+6.90%,5.52,4.92,23606400,03/13/20,Basic Materials
XPO,Xpo Logistics Inc,61.84,6.32,+11.38%,62.93,56.11,1953100,03/13/20,Industrials
Y,Alleghany Corp,594.94,69.4,+13.21%,596.21,522.2,125600,03/13/20,Financial Services
YELP,Yelp Inc,23.54,2.08,+9.69%,23.54,19.82,1731800,03/13/20,Communication Services
