Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time,Sector
AAOI,Applied Optoelect,6.11,0.43,+7.57%,6.23,5.61,990600,03/13/20,Technology
AAON,Aaon Inc,52.1,10.83,+26.24%,52.74,41.99,591800,03/13/20,Industrials
AAT,American Assets Trust,33.67,3.25,+10.68%,34.09,29.96,672600,03/13/20,Real Estate
AAWW,Atlas Air Ww,17.9,1.48,+9.05%,18.17,14.97,1518700,03/13/20,Industrials
ABCB,Ameris Bancorp,25.69,1.6,+6.64%,26.54,23.01,1127800,03/13/20,Financial Services
ABG,Asbury Automotive Group Inc,55.11,-3.59,-6.12%,61.84,52.95,317300,03/13/20,Consumer Cyclical
ABM,ABM Industries Incorporated,27.28,3.11,+12.87%,27.29,24.66,613300,03/13/20,Industrials
ABTX,Allegiance Banc CS,26.52,2.07,+8.47%,26.84,24.83,157400,03/13/20,Financial Services
ACA,Arcosa Inc,37.18,4.25,+12.91%,37.18,34.02,445000,03/13/20,Industrials
ACLS,Axcelis Tech Inc,20.21,1.14,+5.98%,20.36,18.49,486400,03/13/20,Technology
ACOR,Acorda Therapeutics,0.87,0.02,+2.35%,0.95,0.77,1103700,03/13/20,Healthcare
ADC,Agree Realty Corp,72.79,5.09,+7.52%,73.0,68.36,1007700,03/13/20,Real Estate
ADTN,Adtran Inc,6.39,0.11,+1.67%,6.67,5.99,354300,03/13/20,Technology
ADUS,Addus Homecare Corp,64.8,3.97,+6.53%,65.1,56.99,171500,03/13/20,Healthcare
AEGN,Aegion Corp,15.58,1.0,+6.86%,15.83,14.87,228000,03/13/20,Industrials
AEIS,Advanced Energy,46.24,2.64,+6.06%,47.14,41.31,521300,03/13/20,Technology
AEL,American Equity Investment Life,19.24,2.58,+15.49%,19.27,16.68,1151700,03/13/20,Financial Services
AGYS,Agilysys Inc,20.46,-0.38,-1.82%,22.05,18.9,537300,03/13/20,Technology
AHH,Armada Hoffler Properties Inc,12.77,1.06,+9.05%,12.79,11.4,542900,03/13/20,Real Estate
AIN,Albany International Corp,44.11,-1.38,-3.03%,48.17,42.96,632300,03/13/20,Consumer Cyclical
AIR,AAR Corp,19.0,-3.09,-13.99%,23.83,18.77,589600,03/13/20,Industrials
AIT,Applied Industrial Technologies,44.87,2.56,+6.05%,44.87,40.85,294900,03/13/20,Industrials
AJRD,Aerojet Rocketdyne Holdings,43.25,5.14,+13.49%,43.35,39.05,781700,03/13/20,Industrials
AKR,Acadia Realty Trust,19.19,0.44,+2.35%,20.12,17.6,2301400,03/13/20,Real Estate
AKRX,Akorn Inc,0.65,0.05,+8.37%,0.68,0.55,2408800,03/13/20,Healthcare
AKS,AK Steel Holding Corp,1.55,0.0,0.00%,1.55,1.55,1000,03/13/20,Basic Materials
ALEX,Alexander and Baldwin Inc,13.44,0.74,+5.83%,13.7,12.32,1061500,03/13/20,Real Estate
ALG,Alamo Group,99.43,5.64,+6.01%,100.26,94.28,60700,03/13/20,Industrials
ALGT,Allegiant Travel Com,113.31,10.76,+10.49%,113.43,102.07,372700,03/13/20,Industrials
ALRM,Alarm.com,36.49,0.67,+1.87%,37.23,34.15,1016400,03/13/20,Technology
AMAG,Amag Pharmaceuticals,5.98,0.22,+3.82%,6.19,5.58,1078900,03/13/20,Healthcare
AMBC,Ambac Financial Group,15.75,1.07,+7.29%,15.75,14.45,336200,03/13/20,Financial Services
AMN,Amn Healthcare Services Inc,74.48,8.9,+13.57%,74.58,65.0,815600,03/13/20,Healthcare
AMPH,Amphastar Pharma,14.19,0.32,+2.31%,14.73,13.09,679500,03/13/20,Healthcare
AMSF,Amerisafe Inc,57.38,3.46,+6.42%,57.62,53.51,153400,03/13/20,Financial Services
AMWD,Amer Woodmark Cp,57.81,4.47,+8.38%,57.9,50.33,162400,03/13/20,Consumer Cyclical
ANDE,Andersons Inc,17.08,2.45,+16.75%,17.24,14.07,383100,03/13/20,Consumer Defensive
ANF,Abercrombie & Fitch Company,11.28,1.21,+12.02%,11.33,10.32,4965900,03/13/20,Consumer Cyclical
ANGO,Angiodynamics Inc,9.16,0.25,+2.81%,9.32,8.35,278400,03/13/20,Healthcare
ANIK,Anika Therapeutics,31.94,1.67,+5.52%,32.0,27.55,281400,03/13/20,Healthcare
ANIP,ANI Pharma Inc,35.94,0.93,+2.66%,36.91,32.28,187600,03/13/20,Healthcare
APEI,American Public Eduducation,22.44,2.76,+14.02%,22.44,19.79,153900,03/13/20,Consumer Defensive
APOG,Apogee Entrpr Inc,21.62,3.9,+22.01%,21.68,18.78,340100,03/13/20,Industrials
ARCB,Arcbest Corp,18.8,1.31,+7.49%,18.94,16.75,311900,03/13/20,Industrials
ARI,Apollo Commercial Real Estate,11.8,0.48,+4.24%,12.1,10.77,2903300,03/13/20,Real Estate
ARLO,Arlo Technologies Inc,2.0,0.04,+2.04%,2.15,1.6,2007100,03/13/20,Industrials
AROC,Archrock Inc,4.15,0.45,+12.16%,4.15,3.65,1898600,03/13/20,Energy
ARR,Armour Residential R,13.63,0.63,+4.85%,13.99,12.65,1536600,03/13/20,Real Estate
ASIX,Advansix Inc,10.7,2.19,+25.73%,10.7,8.12,433500,03/13/20,Basic Materials
ASTE,Astec Inds Inc,28.84,1.24,+4.49%,29.92,27.38,264600,03/13/20,Industrials
ATNI,Atn International,51.41,4.58,+9.78%,53.69,44.08,52700,03/13/20,Communication Services
AVA,Avista Corp,45.0,2.66,+6.28%,45.23,42.62,742900,03/13/20,Utilities
AVAV,Aerovironment Inc,50.41,3.69,+7.91%,50.54,46.01,316400,03/13/20,Industrials
AVD,American Vanguard Corp,13.8,1.45,+11.74%,13.8,12.45,184300,03/13/20,Basic Materials
AWR,American States Water Company,76.76,4.88,+6.79%,76.76,70.19,383400,03/13/20,Utilities
AX,Axos Financial Inc,18.92,1.9,+11.16%,18.98,17.01,688300,03/13/20,Financial Services
AXE,Anixter International Inc,90.81,3.08,+3.51%,91.03,86.99,692500,03/13/20,Industrials
AXL,American Axle & Manufacturing,4.92,0.9,+22.39%,4.94,4.07,2605900,03/13/20,Consumer Cyclical
AZZ,Azz Inc,28.91,2.15,+8.03%,28.91,26.01,192200,03/13/20,Industrials
B,Barnes Group,40.12,6.01,+17.62%,40.12,34.85,638100,03/13/20,Industrials
BANC,First Pactrust Bancorp,12.35,1.13,+10.07%,12.66,11.4,558700,03/13/20,Financial Services
BANR,Banner Corp,35.7,3.09,+9.48%,36.44,33.02,338500,03/13/20,Financial Services
BCC,Boise Cascade L.L.C.,26.96,2.58,+10.58%,26.98,24.85,560800,03/13/20,Basic Materials
BCEI,Bonanza Creek Energy Inc,10.84,0.45,+4.33%,11.24,8.25,714800,03/13/20,Energy
BCOR,Blucora Inc,12.98,1.53,+13.36%,12.98,11.53,451200,03/13/20,Financial Services
BCPC,Balchem Cp,91.0,9.51,+11.67%,91.0,80.66,150500,03/13/20,Basic Materials
BEAT,Biotelemetry Inc,36.83,2.47,+7.19%,36.86,33.3,426700,03/13/20,Healthcare
BELFB,Bel Fuse Inc Cl B,9.78,2.05,+26.60%,9.8,7.5,72300,03/13/20,Technology
BFS,Saul Centers,36.69,3.62,+10.95%,36.69,33.58,60900,03/13/20,Real Estate
BGG,Briggs & Stratton Corp,2.63,0.36,+15.86%,2.63,2.25,2162400,03/13/20,Industrials
BGS,B&G Foods Holdings,13.81,2.18,+18.74%,13.82,11.28,2738400,03/13/20,Consumer Defensive
BHE,Benchmark Electronics,22.52,1.99,+9.69%,22.52,20.9,446300,03/13/20,Technology
BHLB,Berkshire Hills Bancorp,19.01,1.57,+9.00%,19.01,17.08,370100,03/13/20,Financial Services
BIG,Big Lots,14.11,1.03,+7.87%,14.19,12.32,1915200,03/13/20,Consumer Defensive
BJRI,Bj's Restaurants Inc,20.29,1.94,+10.57%,21.95,17.23,698600,03/13/20,Consumer Cyclical
BKE,Buckle Inc,15.22,0.62,+4.25%,16.84,14.39,1289600,03/13/20,Consumer Cyclical
BLD,Topbuild Corp,79.55,4.06,+5.38%,81.76,73.24,630500,03/13/20,Industrials
BLMN,Bloomin' Brands Inc,10.79,0.98,+9.99%,10.97,9.11,2401900,03/13/20,Consumer Cyclical
BMI,Badger Meter,54.77,5.35,+10.83%,54.77,49.9,268500,03/13/20,Industrials
BNED,Barnes & Noble Education Inc C,2.3,-0.21,-8.37%,2.59,2.21,432200,03/13/20,Consumer Cyclical
BOOM,Dynamic Materials,22.38,0.47,+2.15%,23.3,20.45,318600,03/13/20,Energy
BOOT,Boot Barn Holdings Inc,20.19,1.19,+6.26%,20.33,18.58,1477400,03/13/20,Consumer Cyclical
BPFH,Boston Pvt Finl Hld,7.88,0.62,+8.54%,7.92,7.4,751900,03/13/20,Financial Services
BRC,Brady Corp,44.5,4.45,+11.11%,44.5,39.84,543100,03/13/20,Industrials
BRKL,Brookline Bancorp,11.61,0.59,+5.35%,11.93,10.99,516300,03/13/20,Financial Services
BRKS,Brooks Automation,28.64,0.59,+2.10%,30.16,26.3,735500,03/13/20,Technology
CADE,Cadence Bancorp Cl A,9.05,1.07,+13.41%,9.1,7.74,3530700,03/13/20,Financial Services
CAL,Caleres Inc,6.99,-0.88,-11.18%,8.74,6.89,1893500,03/13/20,Consumer Cyclical
CALM,Cal-Maine Foods IN,35.62,4.67,+15.09%,35.74,31.28,953500,03/13/20,Consumer Defensive
CAMP,Calamp Corp,5.11,-0.02,-0.39%,5.49,4.63,637800,03/13/20,Technology
CASH,Meta Financial Group,23.57,1.23,+5.51%,24.81,21.98,702300,03/13/20,Financial Services
CATM,Cardtronics Inc,25.92,-1.4,-5.12%,28.65,24.51,681100,03/13/20,Industrials
CATO,Cato Corp,12.75,0.54,+4.42%,12.96,12.21,319500,03/13/20,Consumer Cyclical
CBB,Cincinnati Bell Inc,14.74,0.58,+4.10%,14.88,14.58,1627000,03/13/20,Communication Services
CBL,Cbl & Associates Properties,0.49,0.14,+39.20%,0.5,0.35,3463100,03/13/20,Real Estate
CBU,Community Bank System,57.3,5.24,+10.07%,57.33,53.65,407100,03/13/20,Financial Services
CCOI,Cogent Comm Hlds,81.4,4.04,+5.22%,81.74,75.88,507000,03/13/20,Communication Services
CCRN,Cross Ctry Hlthcr,7.89,1.46,+22.71%,7.89,6.63,412900,03/13/20,Industrials
CCS,Century Communities Inc,23.98,-0.09,-0.37%,25.8,21.75,617600,03/13/20,Consumer Cyclical
CDR,Cedar Shopping Centers Inc,1.55,0.04,+2.65%,1.64,1.4,717200,03/13/20,Real Estate
CEIX,Consol Energy Inc,5.47,0.99,+22.10%,5.49,4.46,885300,03/13/20,Energy
CENT,Central Garden,27.3,1.95,+7.69%,27.39,25.24,111900,03/13/20,Consumer Defensive
CENTA,Central Garden & Pet,25.86,1.59,+6.55%,26.18,24.13,656600,03/13/20,Consumer Defensive
CENX,Century Aluminum C,4.86,-0.2,-3.95%,5.3,4.8,2090700,03/13/20,Basic Materials
CEVA,Ceva Inc,24.3,2.06,+9.26%,24.77,22.13,179700,03/13/20,Technology
CHCO,City Holding Company,63.51,6.29,+10.99%,63.51,57.72,102500,03/13/20,Financial Services
CHCT,Community Healthcare Trust Inc,37.19,2.82,+8.20%,37.19,33.48,293400,03/13/20,Real Estate
CHEF,The Chefs Warehouse,17.48,0.53,+3.13%,18.85,16.65,407300,03/13/20,Consumer Defensive
CHS,Chico's Fas,2.13,-0.08,-3.62%,2.33,1.98,3320100,03/13/20,Consumer Cyclical
CHUY,Chuy's Holdings Inc,14.7,0.22,+1.52%,15.97,13.35,314600,03/13/20,Consumer Cyclical
CIR,Circor International,20.72,0.59,+2.93%,21.67,19.38,104500,03/13/20,Industrials
CKH,Seacor Smit Inc,27.91,4.14,+17.42%,28.17,24.39,199600,03/13/20,Energy
CLDT,Chatham Lodging Trust [Reit],8.51,0.57,+7.18%,8.64,7.5,605300,03/13/20,Real Estate
CLF,Cleveland-Cliffs Inc,4.87,0.81,+19.95%,4.87,4.12,18222900,03/13/20,Basic Materials
CLW,Clearwater Paper Corp,18.86,0.95,+5.30%,19.46,17.22,444800,03/13/20,Basic Materials
CMO,Capstead Mortgage Corp,5.62,0.24,+4.46%,5.85,5.31,1253700,03/13/20,Real Estate
CMTL,Comtech Telecom Company,18.11,0.32,+1.80%,19.12,17.0,407100,03/13/20,Technology
CNMD,C O N M E D Cp,71.53,3.93,+5.81%,71.53,65.58,526000,03/13/20,Healthcare
CNSL,Consolidated Communications Holdings Inc,5.2,-0.18,-3.35%,5.84,5.1,957100,03/13/20,Communication Services
CNXN,PC Connection Inc,34.62,2.32,+7.18%,34.62,31.74,111500,03/13/20,Technology
COHU,Cohu Inc,14.75,1.23,+9.10%,15.15,12.8,330900,03/13/20,Technology
COKE,Coca Cola Bot Cons,216.69,13.16,+6.47%,216.69,198.4,96000,03/13/20,Consumer Defensive
COLB,Columbia Banking Sys,28.39,1.82,+6.85%,29.02,26.63,777100,03/13/20,Financial Services
CONN,Conn's Inc,5.82,1.27,+27.91%,5.85,4.52,1624600,03/13/20,Consumer Cyclical
CORE,Core Mark Holding,23.8,0.27,+1.15%,24.73,21.94,561600,03/13/20,Consumer Defensive
CORT,Corcept Therapeutics,10.8,0.32,+3.05%,11.14,9.81,1257400,03/13/20,Healthcare
CPE,Callon Petroleum Company,0.66,0.11,+20.65%,0.93,0.55,45196699,03/13/20,Energy
CPF,Central Pacific Financial Company,19.65,1.92,+10.83%,19.72,18.25,181900,03/13/20,Financial Services
CPS,Cooper Std Hld Inc,15.28,2.89,+23.33%,15.3,12.81,408900,03/13/20,Consumer Cyclical
CPSI,Computer Programs,22.27,0.87,+4.07%,22.5,20.15,119400,03/13/20,Healthcare
CRMT,America's Car-Mart,82.37,7.45,+9.94%,82.9,74.69,98400,03/13/20,Consumer Cyclical
CROX,Crocs Inc,19.34,1.18,+6.50%,19.93,17.03,1990500,03/13/20,Consumer Cyclical
CRVL,Corvel Cp,67.16,9.64,+16.75%,67.73,59.79,96700,03/13/20,Financial Services
CRY,Cryolife,21.79,1.55,+7.66%,21.79,20.25,446000,03/13/20,Healthcare
CSGS,C S G Sys Intl,40.87,2.57,+6.71%,41.0,37.8,551500,03/13/20,Technology
CSII,Cardiovascular Syst,31.49,-0.59,-1.84%,34.59,29.95,516000,03/13/20,Healthcare
CTB,Cooper Tire & Rubber Company,21.28,2.0,+10.37%,21.31,18.94,639000,03/13/20,Consumer Cyclical
CTRE,Caretrust REIT Inc,14.45,0.94,+6.96%,14.89,12.41,1777300,03/13/20,Real Estate
CTS,Cts Corp,21.82,0.59,+2.78%,22.8,21.21,288400,03/13/20,Technology
CUB,Cubic Corp,43.28,1.54,+3.69%,44.28,39.77,359700,03/13/20,Industrials
CUBI,Customers Bancorp,15.19,1.22,+8.73%,15.25,13.78,237700,03/13/20,Financial Services
CUTR,Cutera Inc,16.23,-0.26,-1.58%,17.26,15.32,267100,03/13/20,Healthcare
CVBF,Cvb Financial Corp,17.01,1.87,+12.35%,17.03,15.82,1899400,03/13/20,Financial Services
CVCO,Cavco Inds Inc,146.25,8.47,+6.15%,146.25,134.09,95100,03/13/20,Consumer Cyclical
CVET,Covetrus Inc,8.19,0.66,+8.76%,8.5,7.12,1889900,03/13/20,Healthcare
CVGW,Calavo Growers Inc,57.34,4.24,+7.98%,57.56,51.63,437300,03/13/20,Consumer Defensive
CWT,California Water Service Group Holding,45.79,1.17,+2.62%,46.53,42.91,409600,03/13/20,Utilities
CYH,Community Health Systems,2.9,-0.07,-2.36%,3.26,2.76,3014200,03/13/20,Healthcare
CYTK,Cytokinetics,10.68,0.24,+2.30%,10.73,9.07,885100,03/13/20,Healthcare
DAKT,Daktronics Inc,4.62,0.28,+6.45%,4.69,4.29,343500,03/13/20,Technology
DBD,Diebold Nixdorf Inc,5.06,0.83,+19.62%,5.07,4.22,1879500,03/13/20,Technology
DBI,Designer Brands Inc,9.9,0.46,+4.87%,10.32,8.88,1762400,03/13/20,Consumer Cyclical
DCOM,Dime Community Bncsh,14.25,1.0,+7.55%,14.72,13.61,220300,03/13/20,Financial Services
DDD,3D Systems Corp,6.5,-0.02,-0.31%,6.98,6.0,3229700,03/13/20,Technology
DEA,Easterly Government Properties,22.96,1.4,+6.49%,23.23,21.78,1175600,03/13/20,Real Estate
DFIN,Donnelly Financial Solutions Inc,5.99,0.74,+14.10%,6.0,5.38,445900,03/13/20,Financial Services
DGII,Digi Intl Inc,10.19,0.38,+3.87%,10.28,9.2,250600,03/13/20,Technology
DIN,Dineequity Inc,42.68,7.68,+21.94%,43.0,35.64,1480500,03/13/20,Consumer Cyclical
DIOD,Diodes Inc,36.68,3.22,+9.62%,36.68,33.89,484700,03/13/20,Technology
DNR,Denbury Resources,0.37,0.1,+38.27%,0.45,0.25,25422799,03/13/20,Energy
DO,Diamond Offshore Drilling,3.76,2.34,+164.79%,4.0,1.4,6420400,03/13/20,Energy
DORM,Dorman Products Inc,60.29,4.12,+7.33%,60.74,57.07,306800,03/13/20,Consumer Cyclical
DRH,Diamondrock Hospitality Company,5.63,0.5,+9.75%,5.64,4.85,6005700,03/13/20,Real Estate
DRQ,Dril-Quip,31.63,4.89,+18.29%,31.71,25.95,597700,03/13/20,Energy
DSPG,D S P Group Inc,12.79,1.18,+10.16%,12.81,11.68,274400,03/13/20,Technology
DXPE,Dxp Enterprise,14.49,1.53,+11.81%,14.94,12.53,162500,03/13/20,Industrials
EBIX,Ebix Inc,16.29,0.06,+0.37%,17.6,15.25,998500,03/13/20,Technology
EBS,Emergent Biosolutions,68.76,12.48,+22.17%,68.93,58.0,1828900,03/13/20,Healthcare
ECHO,Echo Global Logistic,16.88,1.56,+10.18%,17.14,15.77,364800,03/13/20,Industrials
ECOL,US Ecology Inc,34.29,2.29,+7.16%,34.31,31.55,310000,03/13/20,Industrials
ECPG,Encore Capital Group,35.45,2.16,+6.49%,35.72,33.08,832500,03/13/20,Financial Services
EE,El Paso Electric Company,67.34,0.55,+0.82%,67.63,66.52,799800,03/13/20,Utilities
EGBN,Eagle Bancorp Inc,29.0,0.49,+1.72%,31.15,23.91,540200,03/13/20,Financial Services
EGHT,8X8 Inc,13.58,2.53,+22.90%,13.58,11.11,2970600,03/13/20,Technology
EGOV,Nic Inc,17.31,0.96,+5.87%,17.36,16.37,627100,03/13/20,Technology
EGRX,Eagle Pharmaceuticals,39.31,4.94,+14.37%,39.51,33.8,551600,03/13/20,Healthcare
